entry_time,exit_time,position_type,entry_zscore,exit_zscore,entry_spread,exit_spread,entry_b3_price,entry_moex_price,exit_b3_price,exit_moex_price,pnl,commission,net_pnl
2025-11-24 13:20:01.831723008,2025-11-24 13:21:36.440241152,LONG_SPREAD,-2.1002712062680904,4.631816766721721,63.65000000000009,-2.149999999999636,4159.25,4095.6,4098.25,4100.4,-65.79999999999973,0.4,-66.19999999999973
2025-11-24 13:21:40.104149248,2025-11-24 13:21:40.436892928,LONG_SPREAD,-2.404508865471237,4.531179623890077,62.75,-2.149999999999636,4159.25,4096.5,4098.25,4100.4,-64.89999999999964,0.4,-65.29999999999964
2025-11-24 13:21:41.103480064,2025-11-24 13:21:41.436500992,LONG_SPREAD,-2.3909805971757336,4.436093236879298,62.75,-2.149999999999636,4159.25,4096.5,4098.25,4100.4,-64.89999999999964,0.4,-65.29999999999964
2025-11-24 13:21:45.433497856,2025-11-24 13:21:45.765917952,LONG_SPREAD,-4.200124110400615,4.753252818899528,60.25,-1.6499999999996362,4159.25,4099.0,4098.25,4099.9,-61.899999999999636,0.4,-62.299999999999635
2025-11-24 13:21:54.428561920,2025-11-24 13:21:55.761571840,LONG_SPREAD,-4.127618569583985,4.94899688170549,60.25,-1.25,4159.25,4099.0,4098.25,4099.5,-61.5,0.4,-61.9
2025-11-24 13:21:56.427403776,2025-11-24 13:21:56.430023936,LONG_SPREAD,-4.128488600668235,8.704824814320434,60.149999999999636,3.850000000000364,4159.25,4099.1,4107.25,4103.4,-56.29999999999927,0.4,-56.69999999999927
2025-11-24 13:21:56.760628992,2025-11-24 13:21:57.426880000,LONG_SPREAD,-4.060277966208864,8.096086842911475,60.149999999999636,3.850000000000364,4159.25,4099.1,4107.25,4103.4,-56.29999999999927,0.4,-56.69999999999927
2025-11-24 13:22:00.757011968,2025-11-24 13:22:05.421045248,LONG_SPREAD,-3.995536140678852,8.359866401964661,60.149999999999636,5.050000000000182,4159.25,4099.1,4107.25,4102.2,-55.099999999999454,0.4,-55.49999999999945
2025-11-24 13:22:05.754805248,2025-11-24 13:22:07.754249984,LONG_SPREAD,-3.9340048423509555,7.870694968959437,60.149999999999636,5.149999999999636,4159.25,4099.1,4107.25,4102.1,-55.0,0.4,-55.4
2025-11-24 13:22:08.086508032,2025-11-24 13:22:08.419797760,LONG_SPREAD,-3.084685441275185,7.367987096279529,61.350000000000364,5.149999999999636,4159.25,4097.9,4107.25,4102.1,-56.20000000000073,0.4,-56.600000000000726
2025-11-24 13:22:10.418828800,2025-11-24 13:22:12.417584128,LONG_SPREAD,-3.3183923096789276,6.9841221051356195,60.94999999999982,5.149999999999636,4159.25,4098.3,4107.25,4102.1,-55.80000000000018,0.4,-56.20000000000018
2025-11-24 13:22:12.750686720,2025-11-24 13:22:15.083418112,LONG_SPREAD,-3.213553063510071,6.653359108224023,61.05000000000018,5.149999999999636,4159.25,4098.2,4107.25,4102.1,-55.900000000000546,0.4,-56.300000000000544
2025-11-24 13:22:16.415080960,2025-11-24 13:22:16.747457024,LONG_SPREAD,-3.1795622460315425,6.364433615871183,61.05000000000018,5.149999999999636,4159.25,4098.2,4107.25,4102.1,-55.900000000000546,0.4,-56.300000000000544
2025-11-24 13:22:17.080816896,2025-11-24 13:23:34.034828800,LONG_SPREAD,-3.1455143793218348,2.303226720742871,61.05000000000018,-2.0,4159.25,4098.2,4096.5,4098.5,-63.05000000000018,0.4,-63.45000000000018
2025-11-24 13:23:34.367442944,2025-11-24 13:23:48.024919040,SHORT_SPREAD,2.2946934221568256,-1.5921433583632574,-2.0,63.149999999999636,4096.5,4098.5,4159.25,4096.1,-65.14999999999964,0.4,-65.54999999999964
2025-11-24 13:24:38.660958976,2025-11-24 13:24:46.323461888,SHORT_SPREAD,2.7540955829787106,0.030936277856068735,-0.1999999999998181,65.75,4096.5,4096.7,4159.25,4093.5,-65.94999999999982,0.4,-66.34999999999982
2025-11-24 13:26:49.916160256,2025-11-24 13:26:56.912267008,SHORT_SPREAD,5.226503971470634,0.06566894869485852,6.850000000000364,65.55000000000018,4106.25,4099.4,4159.25,4093.7,-58.69999999999982,0.4,-59.09999999999982
2025-11-24 13:30:07.457261056,2025-11-24 13:30:13.787986944,SHORT_SPREAD,3.402587270578046,0.031630611813797546,2.600000000000364,65.25,4102.0,4099.4,4159.25,4094.0,-62.649999999999636,0.4,-63.049999999999635
2025-11-24 13:31:18.076858880,2025-11-24 13:39:59.412331008,LONG_SPREAD,-2.3766597109078327,-0.21716128472829924,61.94999999999982,-6.050000000000182,4159.25,4097.3,4094.75,4100.8,-68.0,0.4,-68.4
2025-11-24 13:56:05.459367936,2025-11-24 14:00:56.275187968,SHORT_SPREAD,4.053517878561785,-1.0372680084411414,5.349999999999909,66.75,4100.25,4094.9,4159.25,4092.5,-61.40000000000009,0.4,-61.80000000000009
2025-11-24 14:01:17.928015872,2025-11-24 14:05:03.118178048,LONG_SPREAD,-2.7605228664065233,0.6207707066021929,65.05000000000018,-1.1499999999996362,4159.25,4094.2,4096.75,4097.9,-66.19999999999982,0.4,-66.59999999999982
2025-11-24 14:05:16.776192768,2025-11-24 14:06:03.413714688,SHORT_SPREAD,2.3492290092113004,0.2266089863363702,3.349999999999909,67.94999999999982,4096.75,4093.4,4159.25,4091.3,-64.59999999999991,0.4,-64.99999999999991
2025-11-24 14:11:54.179239936,2025-11-24 14:14:59.433202176,LONG_SPREAD,-2.1808411832023706,1.6225425116576218,64.44999999999982,2.100000000000364,4159.25,4094.8,4100.0,4097.9,-62.349999999999454,0.4,-62.74999999999945
2025-11-24 14:15:13.424720896,2025-11-24 14:18:30.953203712,SHORT_SPREAD,2.8011147482370635,0.09044954471109494,4.300000000000182,66.15000000000009,4100.0,4095.7,4159.25,4093.1,-61.84999999999991,0.4,-62.24999999999991
2025-11-24 14:32:23.774113024,2025-11-24 14:33:09.924495872,LONG_SPREAD,-2.144723751350758,0.581754889691589,66.94999999999982,2.349999999999909,4159.25,4092.3,4097.25,4094.9,-64.59999999999991,0.4,-64.99999999999991
2025-11-24 14:38:06.587956736,2025-11-24 14:42:12.790073088,SHORT_SPREAD,2.0998172231511756,0.5575797234087779,4.699999999999818,69.94999999999982,4097.5,4092.8,4157.25,4087.3,-65.25,0.4,-65.65
2025-11-24 14:42:19.120453120,2025-11-24 14:42:35.446130944,LONG_SPREAD,-2.093107337653607,-1.061833863866464,67.65000000000009,2.599999999999909,4159.25,4091.6,4097.5,4094.9,-65.05000000000018,0.4,-65.45000000000019
2025-11-24 14:47:14.964899328,2025-11-24 14:47:35.286330112,LONG_SPREAD,-2.199020171952547,0.8024482377108716,68.25,4.849999999999909,4159.25,4091.0,4099.75,4094.9,-63.40000000000009,0.4,-63.80000000000009
2025-11-24 14:47:58.606720000,2025-11-24 14:48:00.608380160,LONG_SPREAD,-4.095517817667448,0.9806793825889369,66.94999999999982,4.849999999999909,4159.25,4092.3,4099.75,4094.9,-62.09999999999991,0.4,-62.49999999999991
2025-11-24 14:48:06.936611840,2025-11-24 14:50:13.531774976,LONG_SPREAD,-3.670843180180151,1.5248134408873844,67.25,4.949999999999818,4159.25,4092.0,4101.25,4096.3,-62.30000000000018,0.4,-62.70000000000018
2025-11-24 14:51:01.514071040,2025-11-24 14:58:39.925202944,LONG_SPREAD,-2.244565928627802,0.45818011984997964,66.05000000000018,-2.050000000000182,4159.25,4093.2,4098.25,4100.3,-68.10000000000036,0.4,-68.50000000000037
2025-11-24 15:01:49.825336064,2025-11-24 15:02:08.481475072,SHORT_SPREAD,2.5869233696080904,-0.8859486025190331,-1.1499999999996362,61.05000000000018,4098.25,4099.4,4159.25,4098.2,-62.19999999999982,0.4,-62.59999999999982
2025-11-24 15:02:12.149817856,2025-11-24 15:02:22.473489920,LONG_SPREAD,-3.9242099628731486,0.293068953129828,58.05000000000018,-3.649999999999636,4159.25,4101.2,4098.25,4101.9,-61.69999999999982,0.4,-62.09999999999982
2025-11-24 15:02:53.789043968,2025-11-24 15:03:01.118158336,LONG_SPREAD,-2.830922426284764,-0.5538299317873054,58.94999999999982,-4.550000000000182,4159.25,4100.3,4095.75,4100.3,-63.5,0.4,-63.9
2025-11-24 15:05:04.382221056,2025-11-24 15:13:35.445326336,LONG_SPREAD,-2.0944673171407913,0.13063710009009208,59.55000000000018,-4.899999999999636,4159.25,4099.7,4102.0,4106.9,-64.44999999999982,0.4,-64.84999999999982
2025-11-24 15:14:20.411217920,2025-11-24 15:18:12.947856896,LONG_SPREAD,-2.1988719980931353,8.954011481662764,52.44999999999982,2.199999999999818,4159.25,4106.8,4111.5,4109.3,-50.25,0.4,-50.65
2025-11-24 15:18:13.279257088,2025-11-24 15:18:13.945487872,LONG_SPREAD,-2.1738511960400984,8.300837347414781,51.05000000000018,2.199999999999818,4159.25,4108.2,4111.5,4109.3,-48.850000000000364,0.4,-49.25000000000036
2025-11-24 15:18:15.946053888,2025-11-24 15:18:16.278574080,LONG_SPREAD,-2.163172963139412,7.770571505930659,51.05000000000018,2.199999999999818,4159.25,4108.2,4111.5,4109.3,-48.850000000000364,0.4,-49.25000000000036
2025-11-24 15:18:17.943031040,2025-11-24 15:18:18.277149952,LONG_SPREAD,-2.152663561814613,7.328843603967162,51.05000000000018,2.199999999999818,4159.25,4108.2,4111.5,4109.3,-48.850000000000364,0.4,-49.25000000000036
2025-11-24 15:18:18.943942912,2025-11-24 15:18:19.276190976,LONG_SPREAD,-2.139945010600323,6.956575494484599,51.05000000000018,2.199999999999818,4159.25,4108.2,4111.5,4109.3,-48.850000000000364,0.4,-49.25000000000036
2025-11-24 15:18:24.606502912,2025-11-24 15:18:25.272692736,LONG_SPREAD,-2.125668243108955,6.637413197381571,51.05000000000018,2.199999999999818,4159.25,4108.2,4111.5,4109.3,-48.850000000000364,0.4,-49.25000000000036
2025-11-24 15:18:25.607481088,2025-11-24 15:24:04.415801088,SHORT_SPREAD,6.493059582389665,1.6176588892796069,2.199999999999818,55.25,4111.5,4109.3,4159.25,4104.0,-53.05000000000018,0.4,-53.45000000000018
2025-11-24 15:29:30.566256128,2025-11-24 15:31:52.152193024,SHORT_SPREAD,2.3186108019856317,5.976275250812047,1.75,71.19999999999982,4104.75,4103.0,4176.5,4105.3,-69.44999999999982,0.4,-69.84999999999982
2025-11-24 15:38:46.276119808,2025-11-24 15:41:35.655642880,SHORT_SPREAD,2.2132578188746423,0.9588427942417914,2.0,64.0,4108.0,4106.0,4170.0,4106.0,-62.0,0.4,-62.4
2025-11-24 15:43:32.439784960,2025-11-24 15:43:54.760312064,SHORT_SPREAD,2.2321834551188986,0.782586933857534,3.100000000000364,63.600000000000364,4112.5,4109.4,4170.0,4106.4,-60.5,0.4,-60.9
2025-11-24 16:30:31.073619968,2025-11-24 16:33:54.620728064,SHORT_SPREAD,3.762354967400775,-1.1928270171884476,0.3999999999996362,71.25,4110.0,4109.6,4181.75,4110.5,-70.85000000000036,0.4,-71.25000000000037
2025-11-24 16:34:58.259559936,2025-11-24 16:35:03.249918976,LONG_SPREAD,-2.2756583355750357,-0.3272260670296557,70.89999999999964,-2.0,4181.5,4110.6,4110.0,4112.0,-72.89999999999964,0.4,-73.29999999999964
2025-11-24 16:35:51.225541120,2025-11-24 16:35:53.555592960,LONG_SPREAD,-2.296253676972006,-1.2512442000001254,70.85000000000036,-3.399999999999636,4182.75,4111.9,4111.5,4114.9,-74.25,0.4,-74.65
2025-11-24 16:37:18.173616128,2025-11-24 16:42:07.661778688,SHORT_SPREAD,2.227723395364043,0.034134248109612575,2.300000000000182,71.60000000000036,4115.5,4113.2,4181.5,4109.9,-69.30000000000018,0.4,-69.70000000000019
2025-11-24 16:47:12.136952064,2025-11-24 16:47:12.463729920,LONG_SPREAD,-3.699458099977066,-0.7415444172734618,71.44999999999982,-1.25,4183.25,4111.8,4112.75,4114.0,-72.69999999999982,0.4,-73.09999999999982
2025-11-24 16:49:40.365156096,2025-11-24 16:49:41.696399104,LONG_SPREAD,-2.6209912455870015,-1.0357968429167654,71.05000000000018,-1.1499999999996362,4182.75,4111.7,4112.75,4113.9,-72.19999999999982,0.4,-72.59999999999982
2025-11-24 16:50:28.332526080,2025-11-24 16:50:29.997078784,LONG_SPREAD,-2.602991391984134,-0.9748413218598948,71.80000000000018,-1.1499999999996362,4182.5,4110.7,4112.75,4113.9,-72.94999999999982,0.4,-73.34999999999982
2025-11-24 16:51:34.990326016,2025-11-24 16:51:37.622426880,LONG_SPREAD,-2.5676977290546885,-0.28703740331690125,71.05000000000018,-0.25,4181.25,4110.2,4112.75,4113.0,-71.30000000000018,0.4,-71.70000000000019
2025-11-24 16:52:29.252826880,2025-11-24 16:52:29.920504320,LONG_SPREAD,-2.159959686194284,0.13197875353302346,71.14999999999964,0.25,4181.75,4110.6,4112.75,4112.5,-70.89999999999964,0.4,-71.29999999999964
2025-11-24 16:53:52.871560960,2025-11-24 16:53:52.872592896,LONG_SPREAD,-2.3198648635077417,0.33940777439501213,71.64999999999964,0.1499999999996362,4182.75,4111.1,4112.75,4112.6,-71.5,0.4,-71.9
2025-11-24 16:54:33.180513024,2025-11-24 16:54:33.857983232,LONG_SPREAD,-2.0813594184165023,-0.9148267581500314,71.19999999999982,-1.25,4181.0,4109.8,4111.25,4112.5,-72.44999999999982,0.4,-72.84999999999982
2025-11-24 16:55:13.487446016,2025-11-24 16:55:15.153440000,LONG_SPREAD,-2.668638130316324,-0.8538964783665246,71.05000000000018,-1.25,4180.75,4109.7,4111.25,4112.5,-72.30000000000018,0.4,-72.70000000000019
2025-11-24 16:55:29.477637120,2025-11-24 16:55:31.810856192,LONG_SPREAD,-3.3207929368933016,-0.8270892065259124,71.14999999999964,-1.25,4181.25,4110.1,4111.25,4112.5,-72.39999999999964,0.4,-72.79999999999964
2025-11-24 16:55:50.133798912,2025-11-24 16:58:11.079159040,SHORT_SPREAD,3.0486266735330227,0.8663970422125916,2.100000000000364,71.85000000000036,4113.0,4110.9,4184.25,4112.4,-69.75,0.4,-70.15
2025-11-24 16:58:22.075824896,2025-11-24 16:58:23.409737984,LONG_SPREAD,-2.2880893689604975,-0.40606385069962114,71.14999999999964,-0.8000000000001819,4183.75,4112.6,4113.0,4113.8,-71.94999999999982,0.4,-72.34999999999982
2025-11-24 16:58:43.404389120,2025-11-24 16:59:26.060257792,LONG_SPREAD,-2.2558869631397247,-0.3204027805697608,71.14999999999964,-0.6999999999998181,4183.25,4112.1,4113.0,4113.7,-71.84999999999945,0.4,-72.24999999999946
2025-11-24 16:59:34.394848256,2025-11-24 16:59:49.717669888,LONG_SPREAD,-2.6750721119788667,0.9254272425585084,70.75,0.3999999999996362,4182.75,4112.0,4113.0,4112.6,-70.35000000000036,0.4,-70.75000000000037
2025-11-24 17:00:02.385500928,2025-11-24 17:00:03.385331968,LONG_SPREAD,-2.1845934943494836,-0.5023829418933324,71.55000000000018,-0.8000000000001819,4184.25,4112.7,4113.0,4113.8,-72.35000000000036,0.4,-72.75000000000037
2025-11-24 17:02:29.000984064,2025-11-24 17:02:32.996009984,LONG_SPREAD,-2.380570737041721,-2.275694439868942,71.0,-2.699999999999818,4184.0,4113.0,4111.0,4113.7,-73.69999999999982,0.4,-74.09999999999982
2025-11-24 17:03:35.954622976,2025-11-24 17:03:37.287684864,LONG_SPREAD,-2.2946408183851186,-1.754262972178818,71.0,-2.699999999999818,4183.5,4112.5,4111.0,4113.7,-73.69999999999982,0.4,-74.09999999999982
2025-11-24 17:04:48.576505088,2025-11-24 17:05:03.233963776,LONG_SPREAD,-2.2615392068933624,0.45076285812449013,71.0,-0.1000000000003638,4183.0,4112.0,4113.0,4113.1,-71.10000000000036,0.4,-71.50000000000037
2025-11-24 17:05:13.893689088,2025-11-24 17:05:14.560255232,LONG_SPREAD,-2.1510824661166286,0.4491200286936162,71.0,-0.1000000000003638,4183.0,4112.0,4113.0,4113.1,-71.10000000000036,0.4,-71.50000000000037
2025-11-24 17:06:56.832804096,2025-11-24 17:06:56.834465024,LONG_SPREAD,-2.0819851454044,0.4574928258832079,71.5,-0.1000000000003638,4181.5,4110.0,4113.0,4113.1,-71.60000000000036,0.4,-72.00000000000037
2025-11-24 17:07:23.481904896,2025-11-24 17:10:52.019893760,SHORT_SPREAD,2.1118264276460508,-0.03822998837269061,2.0,71.60000000000036,4113.0,4111.0,4179.5,4107.9,-69.60000000000036,0.4,-70.00000000000037
2025-11-24 17:13:56.573613824,2025-11-24 17:13:59.573169920,LONG_SPREAD,-2.316029375991228,-1.6564364885021228,71.0,-3.899999999999636,4177.5,4106.5,4107.0,4110.9,-74.89999999999964,0.4,-75.29999999999964
2025-11-24 17:17:43.443896064,2025-11-24 17:17:43.774104064,LONG_SPREAD,-2.4119814926911727,-0.3455154791828512,71.0,-0.8999999999996362,4177.5,4106.5,4108.0,4108.9,-71.89999999999964,0.4,-72.29999999999964
2025-11-24 17:18:23.753086208,2025-11-24 17:18:25.908071936,LONG_SPREAD,-2.2218361041980157,-0.3327662234171476,71.10000000000036,-0.8999999999996362,4175.0,4103.9,4108.0,4108.9,-72.0,0.4,-72.4
2025-11-24 17:18:59.062839040,2025-11-24 17:19:01.729937920,LONG_SPREAD,-2.692852824659472,0.757678216214306,70.69999999999982,1.8999999999996362,4174.5,4103.8,4107.0,4105.1,-68.80000000000018,0.4,-69.20000000000019
2025-11-24 17:19:33.375150080,2025-11-24 17:19:37.708780032,LONG_SPREAD,-2.39124357149031,0.6650820079492408,71.0,1.800000000000182,4175.5,4104.5,4107.0,4105.2,-69.19999999999982,0.4,-69.59999999999982
2025-11-24 17:22:38.923838976,2025-11-24 17:22:42.254309632,LONG_SPREAD,-3.535717037819786,0.29896299440078533,70.80000000000018,0.3500000000003638,4177.0,4106.2,4109.25,4108.9,-70.44999999999982,0.4,-70.84999999999982
2025-11-24 17:23:01.907091968,2025-11-24 17:23:04.907961088,LONG_SPREAD,-2.187108786021035,0.3162380807316054,71.85000000000036,0.3500000000003638,4179.25,4107.4,4109.25,4108.9,-71.5,0.4,-71.9
2025-11-24 17:35:02.174491904,2025-11-24 17:36:35.448432128,SHORT_SPREAD,2.0668314305603026,0.05133734493630413,2.75,71.75,4112.75,4110.0,4180.25,4108.5,-69.0,0.4,-69.4
2025-11-24 17:40:04.306524928,2025-11-24 17:40:05.639982080,LONG_SPREAD,-2.411528141238227,1.5387676696476678,71.75,2.100000000000364,4181.75,4110.0,4113.0,4110.9,-69.64999999999964,0.4,-70.04999999999964
2025-11-24 17:43:38.836139008,2025-11-24 17:44:30.802600960,LONG_SPREAD,-3.708188913498141,1.2887531814417679,70.69999999999982,2.100000000000364,4181.0,4110.3,4113.0,4110.9,-68.59999999999945,0.4,-68.99999999999946
2025-11-24 17:45:03.779330048,2025-11-24 17:49:54.245340928,LONG_SPREAD,-2.6543822593307267,-1.7080761421008324,70.89999999999964,-2.399999999999636,4180.0,4109.1,4112.5,4114.9,-73.29999999999927,0.4,-73.69999999999928
2025-11-24 17:57:54.259028736,2025-11-24 18:06:00.959632896,SHORT_SPREAD,16.140678060723996,-2.167544390945501,36.600000000000364,68.69999999999982,4150.0,4113.4,4172.0,4103.3,-32.099999999999454,0.4,-32.49999999999945
2025-11-24 18:06:03.291886080,2025-11-24 18:28:09.100092672,LONG_SPREAD,-2.1602192061640637,0.3618595423061349,68.69999999999982,2.399999999999636,4172.0,4103.3,4116.0,4113.6,-66.30000000000018,0.4,-66.70000000000019
2025-11-24 18:31:23.962332928,2025-11-24 18:41:08.225380096,LONG_SPREAD,-2.3215904142937704,-0.727120375954312,50.80000000000018,-1.8500000000003638,4165.0,4114.2,4126.25,4128.1,-52.650000000000546,0.4,-53.050000000000544
2025-11-24 18:52:59.420710144,2025-11-24 18:53:44.726960896,LONG_SPREAD,-2.2018778200854294,0.23088918215118207,49.350000000000364,-0.1499999999996362,4184.75,4135.4,4140.75,4140.9,-49.5,0.4,-49.9
2025-11-24 19:06:54.874811648,2025-11-24 19:16:20.822947072,SHORT_SPREAD,2.083728557788454,1.2980040919452498,2.649999999999636,66.05000000000018,4136.75,4134.1,4194.75,4128.7,-63.400000000000546,0.4,-63.800000000000544
2025-11-24 19:50:27.772312064,2025-11-24 19:53:54.653844992,LONG_SPREAD,-2.144466384546645,0.9583908707117008,60.94999999999982,-0.6999999999998181,4194.75,4133.8,4135.0,4135.7,-61.649999999999636,0.4,-62.049999999999635
2025-11-24 19:56:14.228376064,2025-11-24 19:58:33.806832896,LONG_SPREAD,-2.058609250356054,-1.3894663664251607,60.25,-7.5,4194.75,4134.5,4129.5,4137.0,-67.75,0.4,-68.15
2025-11-24 20:02:49.640265728,2025-11-24 20:03:29.298713088,LONG_SPREAD,-2.0157440951251115,0.042457320843208524,59.75,-3.0,4194.75,4135.0,4135.0,4138.0,-62.75,0.4,-63.15
2025-11-24 20:05:40.226148096,2025-11-24 20:07:56.799718912,LONG_SPREAD,-2.050362067276449,0.5894706376984865,59.649999999999636,-2.0,4194.75,4135.1,4135.0,4137.0,-61.649999999999636,0.4,-62.049999999999635
2025-11-24 20:12:13.954627072,2025-11-24 20:14:02.879709952,SHORT_SPREAD,2.1755203602187927,-0.4015573345941214,1.75,60.149999999999636,4138.75,4137.0,4194.75,4134.6,-58.399999999999636,0.4,-58.799999999999635
2025-11-24 20:19:25.660347904,2025-11-24 20:26:24.373056000,LONG_SPREAD,-2.0140311519899354,-1.4686800216772353,57.55000000000018,-5.5,4194.75,4137.2,4134.5,4140.0,-63.05000000000018,0.4,-63.45000000000018
2025-11-24 20:30:43.526531072,2025-11-24 20:38:15.553510912,LONG_SPREAD,-2.1765953523931696,0.6650670003330443,55.649999999999636,0.0,4194.75,4139.1,4149.0,4149.0,-55.649999999999636,0.4,-56.049999999999635
2025-11-25 05:59:21.111875072,2025-11-25 06:23:00.878093056,LONG_SPREAD,-2.846954037886423,-0.29751969686851515,46.899999999999636,-24.5,4204.0,4157.1,4136.0,4160.5,-71.39999999999964,0.4,-71.79999999999964
2025-11-25 07:09:16.154073088,2025-11-25 07:10:04.779546880,LONG_SPREAD,-2.6190095224581547,-1.8459582773473662,44.0,-25.300000000000182,4204.0,4160.0,4136.0,4161.3,-69.30000000000018,0.4,-69.70000000000019
2025-11-25 07:12:22.659215104,2025-11-25 07:13:16.945769984,LONG_SPREAD,-2.7178003478769712,-0.7556285293064294,44.899999999999636,-23.600000000000364,4204.0,4159.1,4136.0,4159.6,-68.5,0.4,-68.9
2025-11-25 07:14:25.888182016,2025-11-25 07:14:48.867918080,LONG_SPREAD,-2.9028319625181824,-1.6620072037748623,43.69999999999982,-25.399999999999636,4204.0,4160.3,4136.0,4161.4,-69.09999999999945,0.4,-69.49999999999946
2025-11-25 07:21:43.505323008,2025-11-25 07:21:47.168679936,LONG_SPREAD,-3.0803532941513327,-1.6124678986879009,43.0,-25.399999999999636,4204.0,4161.0,4136.0,4161.4,-68.39999999999964,0.4,-68.79999999999964
2025-11-25 07:29:47.425595904,2025-11-25 07:45:15.970498048,SHORT_SPREAD,3.20756755314197,0.8225182636304782,-17.899999999999636,54.0,4136.0,4153.9,4204.0,4150.0,-71.89999999999964,0.4,-72.29999999999964
2025-11-25 07:53:51.540875008,2025-11-25 07:54:19.184856064,SHORT_SPREAD,2.4162846345203497,1.0481917016048798,-12.800000000000182,56.30000000000018,4136.0,4148.8,4204.0,4147.7,-69.10000000000036,0.4,-69.50000000000037
2025-11-25 07:58:31.635340032,2025-11-25 08:00:08.224596992,SHORT_SPREAD,2.229726391554396,0.9838008770473134,-15.0,56.399999999999636,4136.0,4151.0,4204.0,4147.6,-71.39999999999964,0.4,-71.79999999999964
2025-11-25 08:01:01.512785920,2025-11-25 08:01:52.803930880,SHORT_SPREAD,2.5255131466607716,0.9072001481583147,-14.100000000000364,56.399999999999636,4136.0,4150.1,4204.0,4147.6,-70.5,0.4,-70.9
2025-11-25 08:02:17.781776640,2025-11-25 08:03:13.403855104,SHORT_SPREAD,2.1090057425215294,1.396855813714881,-14.699999999999818,57.19999999999982,4136.0,4150.7,4204.0,4146.8,-71.89999999999964,0.4,-72.29999999999964
2025-11-25 08:09:50.401669120,2025-11-25 08:10:53.016557056,SHORT_SPREAD,2.333256190450972,1.5424536814697203,-14.399999999999636,57.5,4136.0,4150.4,4204.0,4146.5,-71.89999999999964,0.4,-72.29999999999964
2025-11-25 08:11:34.646263040,2025-11-25 08:12:15.609705728,SHORT_SPREAD,2.880470479143827,1.0848735576137318,-13.5,56.80000000000018,4136.0,4149.5,4204.0,4147.2,-70.30000000000018,0.4,-70.70000000000019
2025-11-25 08:15:01.136308736,2025-11-25 08:15:09.463089664,SHORT_SPREAD,2.311916085911569,-0.40150966799943255,-14.100000000000364,54.399999999999636,4136.0,4150.1,4204.0,4149.6,-68.5,0.4,-68.9
2025-11-25 08:17:21.350831104,2025-11-25 08:21:25.805119232,LONG_SPREAD,-2.1013975464516843,0.01993797844066733,52.0,-17.600000000000364,4204.0,4152.0,4136.0,4153.6,-69.60000000000036,0.4,-70.00000000000037
2025-11-25 08:29:28.381876992,2025-11-25 08:29:57.356346112,LONG_SPREAD,-2.6304285340638507,-0.6489755081171962,50.80000000000018,-18.100000000000364,4204.0,4153.2,4136.0,4154.1,-68.90000000000055,0.4,-69.30000000000055
