timestamp_ns,security_id,symbol,price,timestamp_s
1731932056052564088,200001478879,WDOZ24,5010.8,1731932056.052564
1731932056097237517,200001478879,WDOZ24,5010.9,1731932056.0972376
1731932056215192791,200001478879,WDOZ24,5011.0,1731932056.2151928
1731932056219733582,200001478879,WDOZ24,5011.1,1731932056.2197335
1731932056223781044,200001478879,WDOZ24,5011.2,1731932056.223781
1731932056305289256,200001478879,WDOZ24,5011.3,1731932056.3052893
1731932056412554551,200001478879,WDOZ24,5011.4,1731932056.4125545
1731932056438347122,200001478879,WDOZ24,5011.6,1731932056.438347
1731932056595651096,200001478879,WDOZ24,5011.7,1731932056.5956511
1731932056597321506,200001478879,WDOZ24,5011.9,1731932056.5973215
1731932056762611162,200001478879,WDOZ24,5012.0,1731932056.7626112
1731932057507711444,200001478879,WDOZ24,5012.1,1731932057.5077114
1731932057575981863,200001478879,WDOZ24,5012.2,1731932057.5759819
1731932057623395495,200001478879,WDOZ24,5012.3,1731932057.6233957
1731932057693909854,200001478879,WDOZ24,5012.4,1731932057.6939096
1731932058044748761,200001478879,WDOZ24,5012.5,1731932058.0447488
1731932058070929678,200001478879,WDOZ24,5012.9,1731932058.0709298
1731932058070974279,200001478879,WDOZ24,5013.1,1731932058.070974
1731932058072476012,200001478879,WDOZ24,5013.2,1731932058.072476
1731932058079658035,200001478879,WDOZ24,5013.3,1731932058.079658
1731932058079740177,200001478879,WDOZ24,5013.4,1731932058.07974
1731932058079786335,200001478879,WDOZ24,5013.5,1731932058.0797863
1731932058080471572,200001478879,WDOZ24,5013.6,1731932058.0804715
1731932058080770734,200001478879,WDOZ24,5013.7,1731932058.0807707
1731932058087522792,200001478879,WDOZ24,5015.1,1731932058.0875227
1731932058087705960,200001478879,WDOZ24,5015.2,1731932058.0877059
1731932058088460411,200001478879,WDOZ24,5015.5,1731932058.0884602
1731932058088743784,200001478879,WDOZ24,5015.9,1731932058.0887437
1731932058089379972,200001478879,WDOZ24,5016.0,1731932058.08938
1731932058092828365,200001478879,WDOZ24,5016.5,1731932058.0928285
1731932058093354228,200001478879,WDOZ24,5016.8,1731932058.0933542
1731932058226602057,200001478879,WDOZ24,5017.0,1731932058.226602
1731932058226669325,200001478879,WDOZ24,5019.0,1731932058.2266693
1731932058226699027,200001478879,WDOZ24,5020.6,1731932058.226699
1731932058228526705,200001478879,WDOZ24,5020.7,1731932058.2285266
1731932058228567446,200001478879,WDOZ24,5020.9,1731932058.2285676
1731932058229070097,200001478879,WDOZ24,5021.0,1731932058.2290702
1731932058247225494,200001478879,WDOZ24,5021.1,1731932058.2472255
1731932058259015307,200001478879,WDOZ24,5021.2,1731932058.2590153
1731932058360707366,200001478879,WDOZ24,5021.3,1731932058.3607073
1731932058380499629,200001478879,WDOZ24,5021.4,1731932058.3804996
1731932058478750023,200001478879,WDOZ24,5021.5,1731932058.47875
1731932058526489280,200001478879,WDOZ24,5021.6,1731932058.5264893
1731932058744572151,200001478879,WDOZ24,5021.7,1731932058.7445722
1731932059381542265,200001478879,WDOZ24,5021.8,1731932059.3815422
1731932059381845539,200001478879,WDOZ24,5022.3,1731932059.3818455
1731932059382082595,200001478879,WDOZ24,5022.4,1731932059.3820825
1731932059494056151,200001478879,WDOZ24,5023.4,1731932059.4940562
1731932059494167901,200001478879,WDOZ24,5023.5,1731932059.4941678
1731932059520578432,200001478879,WDOZ24,5023.8,1731932059.5205786
1731932059628215268,200001478879,WDOZ24,5023.9,1731932059.6282153
1731932059914480187,200001478879,WDOZ24,5024.0,1731932059.9144802
1731932060021784347,200001478879,WDOZ24,5024.1,1731932060.0217843
1731932060168321149,200001478879,WDOZ24,5024.2,1731932060.1683211
1731932060168942390,200001478879,WDOZ24,5024.4,1731932060.1689425
1731932060236800644,200001478879,WDOZ24,5024.6,1731932060.2368007
1731932060236834587,200001478879,WDOZ24,5024.7,1731932060.2368345
1731932060291616167,200001478879,WDOZ24,5024.8,1731932060.2916162
1731932060309385787,200001478879,WDOZ24,5024.9,1731932060.3093858
1731932060517325866,200001478879,WDOZ24,5025.0,1731932060.5173259
1731932060704079117,200001478879,WDOZ24,5025.1,1731932060.7040792
1731932060707217737,200001478879,WDOZ24,5025.2,1731932060.7072177
1731932060716758033,200001478879,WDOZ24,5025.3,1731932060.716758
1731932060825315023,200001478879,WDOZ24,5025.4,1731932060.825315
1731932060973472763,200001478879,WDOZ24,5025.5,1731932060.9734728
1731932061186653774,200001478879,WDOZ24,5025.6,1731932061.1866536
1731932061231645442,200001478879,WDOZ24,5025.7,1731932061.2316453
1731932061271700368,200001478879,WDOZ24,5026.4,1731932061.2717004
1731932061333480461,200001478879,WDOZ24,5026.5,1731932061.3334804
1731932061429331319,200001478879,WDOZ24,5026.6,1731932061.4293313
1731932061448836429,200001478879,WDOZ24,5026.7,1731932061.4488363
1731932061563180512,200001478879,WDOZ24,5026.8,1731932061.5631804
1731932062047356261,200001478879,WDOZ24,5026.9,1731932062.0473561
1731932062055700172,200001478879,WDOZ24,5027.0,1731932062.0557003
1731932062178002371,200001478879,WDOZ24,5027.1,1731932062.1780024
1731932062178049448,200001478879,WDOZ24,5029.1,1731932062.1780496
1731932062178091329,200001478879,WDOZ24,5031.1,1731932062.1780913
1731932062179511208,200001478879,WDOZ24,5031.3,1731932062.1795113
1731932062215865027,200001478879,WDOZ24,5031.4,1731932062.2158651
1731932062216034891,200001478879,WDOZ24,5031.5,1731932062.216035
1731932062583104973,200001478879,WDOZ24,5032.0,1731932062.583105
1731932062587490928,200001478879,WDOZ24,5032.1,1731932062.5874908
1731932062637673614,200001478879,WDOZ24,5032.2,1731932062.6376736
1731932062683565610,200001478879,WDOZ24,5032.3,1731932062.6835656
1731932062751134268,200001478879,WDOZ24,5032.4,1731932062.7511342
1731932062810037856,200001478879,WDOZ24,5032.5,1731932062.8100379
1731932062905379985,200001478879,WDOZ24,5032.6,1731932062.90538
1731932062936610714,200001478879,WDOZ24,5032.7,1731932062.9366107
1731932062937207431,200001478879,WDOZ24,5033.8,1731932062.9372075
1731932062974943415,200001478879,WDOZ24,5035.0,1731932062.9749434
1731932063039762329,200001478879,WDOZ24,5035.1,1731932063.0397625
1731932063060069396,200001478879,WDOZ24,5035.2,1731932063.0600693
1731932063060168235,200001478879,WDOZ24,5036.7,1731932063.0601683
1731932063061093269,200001478879,WDOZ24,5037.2,1731932063.0610933
1731932063061156065,200001478879,WDOZ24,5039.2,1731932063.061156
1731932063061256357,200001478879,WDOZ24,5041.2,1731932063.0612564
1731932063061355880,200001478879,WDOZ24,5041.4,1731932063.0613558
1731932063061462589,200001478879,WDOZ24,5041.5,1731932063.0614626
1731932063212114912,200001478879,WDOZ24,5041.6,1731932063.212115
1731932063282467880,200001478879,WDOZ24,5041.7,1731932063.2824678
1731932063283126043,200001478879,WDOZ24,5041.8,1731932063.283126
1731932063283133269,200001478879,WDOZ24,5043.8,1731932063.2831333
1731932063283733299,200001478879,WDOZ24,5043.9,1731932063.2837331
1731932063288505197,200001478879,WDOZ24,5044.0,1731932063.288505
1731932063365646324,200001478879,WDOZ24,5044.1,1731932063.3656464
1731932063384457821,200001478879,WDOZ24,5044.2,1731932063.3844578
1731932063408206272,200001478879,WDOZ24,5044.3,1731932063.4082062
1731932063421841539,200001478879,WDOZ24,5044.4,1731932063.4218416
1731932063518571321,200001478879,WDOZ24,5044.5,1731932063.5185714
1731932063518606343,200001478879,WDOZ24,5046.5,1731932063.5186064
1731932063518643086,200001478879,WDOZ24,5048.5,1731932063.5186431
1731932063522786637,200001478879,WDOZ24,5049.1,1731932063.5227866
1731932063522826470,200001478879,WDOZ24,5051.1,1731932063.5228264
1731932063522857198,200001478879,WDOZ24,5053.1,1731932063.5228572
1731932063522901966,200001478879,WDOZ24,5055.1,1731932063.522902
1731932063522936821,200001478879,WDOZ24,5057.1,1731932063.5229368
1731932063522968265,200001478879,WDOZ24,5059.1,1731932063.5229683
1731932063522999674,200001478879,WDOZ24,5061.1,1731932063.5229995
1731932063523008713,200001478879,WDOZ24,5063.1,1731932063.5230088
1731932063529402566,200001478879,WDOZ24,5063.6,1731932063.5294027
1731932063530103231,200001478879,WDOZ24,5063.7,1731932063.5301032
1731932063530291267,200001478879,WDOZ24,5063.9,1731932063.5302913
1731932063530591652,200001478879,WDOZ24,5064.3,1731932063.5305917
1731932063530908559,200001478879,WDOZ24,5064.4,1731932063.5309086
1731932063538501932,200001478879,WDOZ24,5064.5,1731932063.538502
1731932063546457492,200001478879,WDOZ24,5064.6,1731932063.5464575
1731932063572260306,200001478879,WDOZ24,5064.7,1731932063.5722604
1731932063602691017,200001478879,WDOZ24,5064.8,1731932063.6026912
1731932063642674826,200001478879,WDOZ24,5064.9,1731932063.642675
1731932063671727207,200001478879,WDOZ24,5065.0,1731932063.6717272
1731932063672298434,200001478879,WDOZ24,5065.1,1731932063.6722984
1731932063742670982,200001478879,WDOZ24,5065.2,1731932063.742671
1731932063750989171,200001478879,WDOZ24,5065.3,1731932063.750989
1731932063813991177,200001478879,WDOZ24,5065.4,1731932063.813991
1731932063814884891,200001478879,WDOZ24,5065.5,1731932063.814885
1731932063825517302,200001478879,WDOZ24,5065.6,1731932063.8255174
1731932063826163489,200001478879,WDOZ24,5065.7,1731932063.8261635
1731932063830259349,200001478879,WDOZ24,5065.8,1731932063.8302596
1731932063878240381,200001478879,WDOZ24,5065.9,1731932063.8782403
1731932063923875900,200001478879,WDOZ24,5066.0,1731932063.9238758
1731932063937136339,200001478879,WDOZ24,5066.1,1731932063.9371364
1731932063948203142,200001478879,WDOZ24,5066.2,1731932063.9482033
1731932063957988296,200001478879,WDOZ24,5066.3,1731932063.9579883
1731932063986628347,200001478879,WDOZ24,5066.4,1731932063.9866283
1731932064072460118,200001478879,WDOZ24,5066.5,1731932064.07246
1731932064079787363,200001478879,WDOZ24,5066.6,1731932064.0797873
1731932064099199040,200001478879,WDOZ24,5066.7,1731932064.099199
1731932064128035402,200001478879,WDOZ24,5066.8,1731932064.1280353
1731932064185352078,200001478879,WDOZ24,5066.9,1731932064.185352
1731932064197885518,200001478879,WDOZ24,5067.0,1731932064.1978855
1731932064273383348,200001478879,WDOZ24,5067.1,1731932064.2733834
1731932064324587396,200001478879,WDOZ24,5067.2,1731932064.3245876
1731932064329292013,200001478879,WDOZ24,5067.3,1731932064.329292
1731932064389204404,200001478879,WDOZ24,5067.4,1731932064.3892045
1731932064410864363,200001478879,WDOZ24,5067.5,1731932064.4108644
1731932064452116648,200001478879,WDOZ24,5067.8,1731932064.4521167
1731932064515192975,200001478879,WDOZ24,5068.0,1731932064.515193
1731932064524266466,200001478879,WDOZ24,5068.1,1731932064.5242665
1731932064547497902,200001478879,WDOZ24,5068.2,1731932064.547498
1731932064594261108,200001478879,WDOZ24,5068.3,1731932064.594261
1731932064602371338,200001478879,WDOZ24,5068.4,1731932064.6023712
1731932064674443437,200001478879,WDOZ24,5068.5,1731932064.6744435
1731932064734875700,200001478879,WDOZ24,5068.6,1731932064.7348757
1731932064778098603,200001478879,WDOZ24,5068.7,1731932064.7780986
1731932064784129606,200001478879,WDOZ24,5068.8,1731932064.7841296
1731932064832695331,200001478879,WDOZ24,5068.9,1731932064.8326952
1731932064835942038,200001478879,WDOZ24,5069.0,1731932064.835942
1731932064872492751,200001478879,WDOZ24,5069.1,1731932064.8724928
1731932064883456216,200001478879,WDOZ24,5069.2,1731932064.8834562
1731932064918896618,200001478879,WDOZ24,5069.4,1731932064.9188967
1731932064929580357,200001478879,WDOZ24,5069.5,1731932064.9295802
1731932064930434087,200001478879,WDOZ24,5069.6,1731932064.930434
1731932064946433921,200001478879,WDOZ24,5069.7,1731932064.946434
1731932065015727156,200001478879,WDOZ24,5069.8,1731932065.015727
1731932065039945918,200001478879,WDOZ24,5069.9,1731932065.039946
1731932065044239024,200001478879,WDOZ24,5070.0,1731932065.044239
1731932065107679027,200001478879,WDOZ24,5070.1,1731932065.107679
1731932065170441237,200001478879,WDOZ24,5070.2,1731932065.1704412
1731932065188523600,200001478879,WDOZ24,5070.3,1731932065.1885235
1731932065273549077,200001478879,WDOZ24,5070.4,1731932065.273549
1731932065273585793,200001478879,WDOZ24,5071.4,1731932065.273586
1731932065273679108,200001478879,WDOZ24,5071.5,1731932065.273679
1731932065273901304,200001478879,WDOZ24,5071.7,1731932065.2739012
1731932065274159291,200001478879,WDOZ24,5071.8,1731932065.2741594
1731932065274294710,200001478879,WDOZ24,5071.9,1731932065.2742949
1731932065274805506,200001478879,WDOZ24,5072.0,1731932065.2748055
1731932065274852435,200001478879,WDOZ24,5072.3,1731932065.2748523
1731932065274901052,200001478879,WDOZ24,5072.4,1731932065.274901
1731932065278236026,200001478879,WDOZ24,5072.5,1731932065.278236
1731932065278282419,200001478879,WDOZ24,5074.5,1731932065.2782824
1731932065278364823,200001478879,WDOZ24,5075.7,1731932065.278365
1731932065279184958,200001478879,WDOZ24,5076.1,1731932065.2791848
1731932065279304907,200001478879,WDOZ24,5076.4,1731932065.279305
1731932065283058718,200001478879,WDOZ24,5077.1,1731932065.2830586
1731932065283090009,200001478879,WDOZ24,5078.2,1731932065.2830899
1731932065283367085,200001478879,WDOZ24,5078.3,1731932065.2833672
1731932065283399096,200001478879,WDOZ24,5079.7,1731932065.283399
1731932065283584265,200001478879,WDOZ24,5079.8,1731932065.2835844
1731932065283719727,200001478879,WDOZ24,5080.0,1731932065.2837198
1731932065287817718,200001478879,WDOZ24,5080.1,1731932065.2878177
1731932065287946566,200001478879,WDOZ24,5081.2,1731932065.2879465
1731932065287991975,200001478879,WDOZ24,5081.3,1731932065.287992
1731932065288137410,200001478879,WDOZ24,5081.4,1731932065.2881374
1731932065288203759,200001478879,WDOZ24,5081.5,1731932065.2882037
1731932065288640554,200001478879,WDOZ24,5081.6,1731932065.2886405
1731932065293837919,200001478879,WDOZ24,5081.7,1731932065.2938378
1731932065295716862,200001478879,WDOZ24,5082.1,1731932065.2957168
1731932065296460978,200001478879,WDOZ24,5082.2,1731932065.296461
1731932065296723629,200001478879,WDOZ24,5083.6,1731932065.2967236
1731932065296912592,200001478879,WDOZ24,5083.7,1731932065.2969127
1731932065298035155,200001478879,WDOZ24,5084.0,1731932065.2980351
1731932065298141787,200001478879,WDOZ24,5086.0,1731932065.2981417
1731932065298931727,200001478879,WDOZ24,5087.2,1731932065.2989316
1731932065299128921,200001478879,WDOZ24,5087.3,1731932065.2991288
1731932065300292411,200001478879,WDOZ24,5087.6,1731932065.3002923
1731932065302018769,200001478879,WDOZ24,5087.7,1731932065.302019
1731932065302611615,200001478879,WDOZ24,5087.8,1731932065.3026118
1731932065302718694,200001478879,WDOZ24,5087.9,1731932065.3027186
1731932065302990449,200001478879,WDOZ24,5088.0,1731932065.3029904
1731932065303973109,200001478879,WDOZ24,5088.5,1731932065.3039732
1731932065304085837,200001478879,WDOZ24,5088.6,1731932065.3040857
1731932065306291544,200001478879,WDOZ24,5088.7,1731932065.3062913
1731932065306550489,200001478879,WDOZ24,5090.1,1731932065.3065505
1731932065308871720,200001478879,WDOZ24,5090.2,1731932065.3088717
1731932065309112071,200001478879,WDOZ24,5090.5,1731932065.309112
1731932065309217160,200001478879,WDOZ24,5091.0,1731932065.3092172
1731932065310181163,200001478879,WDOZ24,5091.2,1731932065.3101811
1731932065310303773,200001478879,WDOZ24,5091.3,1731932065.3103037
1731932065310492674,200001478879,WDOZ24,5091.8,1731932065.3104928
1731932065310714017,200001478879,WDOZ24,5092.7,1731932065.310714
1731932065310777243,200001478879,WDOZ24,5093.2,1731932065.3107774
1731932065310807968,200001478879,WDOZ24,5093.3,1731932065.3108082
1731932065311035684,200001478879,WDOZ24,5093.4,1731932065.3110356
1731932065312403243,200001478879,WDOZ24,5093.5,1731932065.3124032
1731932065312724759,200001478879,WDOZ24,5093.6,1731932065.3127248
1731932065312820723,200001478879,WDOZ24,5093.7,1731932065.3128207
1731932065312943483,200001478879,WDOZ24,5093.8,1731932065.3129435
1731932065313304607,200001478879,WDOZ24,5093.9,1731932065.3133047
1731932065313454866,200001478879,WDOZ24,5094.0,1731932065.3134549
1731932065313542696,200001478879,WDOZ24,5094.1,1731932065.3135426
1731932065313750913,200001478879,WDOZ24,5094.4,1731932065.313751
1731932065314628649,200001478879,WDOZ24,5094.5,1731932065.3146286
1731932065314729110,200001478879,WDOZ24,5094.6,1731932065.3147292
1731932065315848331,200001478879,WDOZ24,5094.7,1731932065.3158484
1731932065315908489,200001478879,WDOZ24,5094.8,1731932065.3159087
1731932065316547270,200001478879,WDOZ24,5095.1,1731932065.3165474
1731932065316701048,200001478879,WDOZ24,5095.2,1731932065.316701
1731932065317614701,200001478879,WDOZ24,5095.3,1731932065.3176146
1731932065330959652,200001478879,WDOZ24,5095.4,1731932065.3309596
1731932065333132505,200001478879,WDOZ24,5095.5,1731932065.3331325
1731932065334214278,200001478879,WDOZ24,5095.7,1731932065.3342144
1731932065379804616,200001478879,WDOZ24,5095.8,1731932065.3798046
1731932065381662342,200001478879,WDOZ24,5095.9,1731932065.3816624
1731932065386952956,200001478879,WDOZ24,5096.0,1731932065.3869529
1731932065387355888,200001478879,WDOZ24,5096.1,1731932065.3873558
1731932065387393742,200001478879,WDOZ24,5096.5,1731932065.3873937
1731932065389963289,200001478879,WDOZ24,5096.6,1731932065.3899632
1731932065390082103,200001478879,WDOZ24,5098.3,1731932065.3900821
1731932065390860993,200001478879,WDOZ24,5098.4,1731932065.390861
1731932065390909177,200001478879,WDOZ24,5098.5,1731932065.3909092
1731932065391171676,200001478879,WDOZ24,5098.6,1731932065.3911717
1731932065393777851,200001478879,WDOZ24,5098.7,1731932065.3937778
1731932065396390915,200001478879,WDOZ24,5098.8,1731932065.396391
1731932065398148352,200001478879,WDOZ24,5099.9,1731932065.3981483
1731932065403817107,200001478879,WDOZ24,5100.0,1731932065.4038172
1731932065419114433,200001478879,WDOZ24,5100.1,1731932065.4191146
1731932065421490923,200001478879,WDOZ24,5100.2,1731932065.421491
1731932065434757173,200001478879,WDOZ24,5100.4,1731932065.4347572
1731932065447554744,200001478879,WDOZ24,5100.5,1731932065.4475548
1731932065448828812,200001478879,WDOZ24,5100.6,1731932065.448829
1731932065491999281,200001478879,WDOZ24,5100.7,1731932065.4919991
1731932065497229187,200001478879,WDOZ24,5100.8,1731932065.4972293
1731932065509417307,200001478879,WDOZ24,5100.9,1731932065.5094173
1731932065523749516,200001478879,WDOZ24,5101.0,1731932065.5237496
1731932065551162102,200001478879,WDOZ24,5101.1,1731932065.551162
1731932065640779707,200001478879,WDOZ24,5101.2,1731932065.6407797
1731932065689683687,200001478879,WDOZ24,5101.3,1731932065.6896837
1731932065739364913,200001478879,WDOZ24,5101.4,1731932065.7393649
1731932065742486015,200001478879,WDOZ24,5101.5,1731932065.742486
1731932065768442026,200001478879,WDOZ24,5101.6,1731932065.7684422
1731932065782742404,200001478879,WDOZ24,5101.7,1731932065.7827425
1731932065811682360,200001478879,WDOZ24,5101.8,1731932065.8116822
1731932065814433792,200001478879,WDOZ24,5101.9,1731932065.8144338
1731932065840668796,200001478879,WDOZ24,5102.0,1731932065.8406687
1731932065874286269,200001478879,WDOZ24,5102.2,1731932065.8742864
1731932065936199705,200001478879,WDOZ24,5102.3,1731932065.9361997
1731932065941810800,200001478879,WDOZ24,5102.4,1731932065.9418106
1731932065947943279,200001478879,WDOZ24,5102.5,1731932065.9479432
1731932065948922995,200001478879,WDOZ24,5102.6,1731932065.9489229
1731932065948983106,200001478879,WDOZ24,5102.9,1731932065.948983
1731932066000615593,200001478879,WDOZ24,5103.2,1731932066.0006156
1731932066051664161,200001478879,WDOZ24,5103.3,1731932066.051664
1731932066059010828,200001478879,WDOZ24,5103.4,1731932066.0590107
1731932066085967188,200001478879,WDOZ24,5103.5,1731932066.085967
1731932066184034462,200001478879,WDOZ24,5103.6,1731932066.1840346
1731932066219641801,200001478879,WDOZ24,5103.7,1731932066.219642
1731932066241510620,200001478879,WDOZ24,5103.8,1731932066.2415106
1731932066366671995,200001478879,WDOZ24,5103.9,1731932066.3666718
1731932066368493301,200001478879,WDOZ24,5104.0,1731932066.3684933
1731932066497548963,200001478879,WDOZ24,5104.1,1731932066.497549
1731932066497597701,200001478879,WDOZ24,5104.4,1731932066.4975977
1731932066587824931,200001478879,WDOZ24,5104.5,1731932066.5878248
1731932066587862632,200001478879,WDOZ24,5104.6,1731932066.5878625
1731932066652430243,200001478879,WDOZ24,5104.7,1731932066.6524303
1731932066901526498,200001478879,WDOZ24,5104.8,1731932066.9015265
1731932066941067465,200001478879,WDOZ24,5105.0,1731932066.9410675
1731932067013596431,200001478879,WDOZ24,5105.1,1731932067.0135965
1731932067069633487,200001478879,WDOZ24,5105.2,1731932067.0696335
1731932067421658753,200001478879,WDOZ24,5105.3,1731932067.421659
1731932067430460788,200001478879,WDOZ24,5105.4,1731932067.4304607
1731932067544833512,200001478879,WDOZ24,5105.6,1731932067.5448334
1731932067659393364,200001478879,WDOZ24,5105.7,1731932067.6593933
1731932067795704973,200001478879,WDOZ24,5105.8,1731932067.795705
1731932068134118229,200001478879,WDOZ24,5105.9,1731932068.134118
1731932068172363859,200001478879,WDOZ24,5106.0,1731932068.1723638
1731932068201435150,200001478879,WDOZ24,5106.1,1731932068.201435
1731932068328254670,200001478879,WDOZ24,5106.4,1731932068.3282547
1731932068338093834,200001478879,WDOZ24,5106.5,1731932068.3380938
1731932068344550029,200001478879,WDOZ24,5106.6,1731932068.3445501
1731932068365672856,200001478879,WDOZ24,5106.7,1731932068.365673
1731932068473713357,200001478879,WDOZ24,5106.8,1731932068.4737134
1731932068484119104,200001478879,WDOZ24,5106.9,1731932068.484119
1731932068521552102,200001478879,WDOZ24,5107.0,1731932068.521552
1731932068522588730,200001478879,WDOZ24,5107.1,1731932068.5225887
1731932068528301048,200001478879,WDOZ24,5107.3,1731932068.528301
1731932068629854576,200001478879,WDOZ24,5107.4,1731932068.6298544
1731932068796062285,200001478879,WDOZ24,5107.5,1731932068.7960622
1731932068838750680,200001478879,WDOZ24,5107.6,1731932068.8387506
1731932068860780095,200001478879,WDOZ24,5107.7,1731932068.86078
1731932069263033918,200001478879,WDOZ24,5107.8,1731932069.2630339
1731932069300151915,200001478879,WDOZ24,5108.0,1731932069.3001518
1731932069684517795,200001478879,WDOZ24,5108.1,1731932069.6845179
1731932069786616402,200001478879,WDOZ24,5108.2,1731932069.7866163
1731932069825631190,200001478879,WDOZ24,5108.3,1731932069.8256311
1731932069850864511,200001478879,WDOZ24,5108.4,1731932069.8508644
1731932069852619746,200001478879,WDOZ24,5110.4,1731932069.85262
1731932069852644452,200001478879,WDOZ24,5112.4,1731932069.8526444
1731932069852691235,200001478879,WDOZ24,5112.7,1731932069.8526912
1731932069855219935,200001478879,WDOZ24,5112.9,1731932069.85522
1731932069855288921,200001478879,WDOZ24,5113.2,1731932069.8552887
1731932069855385278,200001478879,WDOZ24,5113.3,1731932069.8553853
1731932069860741762,200001478879,WDOZ24,5113.4,1731932069.8607419
1731932069976818270,200001478879,WDOZ24,5113.5,1731932069.976818
1731932070092624114,200001478879,WDOZ24,5113.6,1731932070.0926242
1731932070092689155,200001478879,WDOZ24,5113.7,1731932070.092689
1731932070098974480,200001478879,WDOZ24,5113.8,1731932070.0989745
1731932070099028264,200001478879,WDOZ24,5113.9,1731932070.099028
1731932070119601738,200001478879,WDOZ24,5114.1,1731932070.1196017
1731932070121116588,200001478879,WDOZ24,5114.2,1731932070.1211166
1731932070210042851,200001478879,WDOZ24,5114.3,1731932070.210043
1731932070242757075,200001478879,WDOZ24,5114.4,1731932070.242757
1731932070251758699,200001478879,WDOZ24,5114.5,1731932070.2517586
1731932070326497248,200001478879,WDOZ24,5114.6,1731932070.3264973
1731932070371342132,200001478879,WDOZ24,5114.9,1731932070.3713422
1731932070402361573,200001478879,WDOZ24,5115.0,1731932070.4023616
1731932070409828189,200001478879,WDOZ24,5115.1,1731932070.4098282
1731932070473657450,200001478879,WDOZ24,5115.2,1731932070.4736574
1731932070715991430,200001478879,WDOZ24,5115.3,1731932070.7159915
1731932070743169448,200001478879,WDOZ24,5115.4,1731932070.7431695
1731932070928354496,200001478879,WDOZ24,5115.5,1731932070.9283545
1731932070937496881,200001478879,WDOZ24,5115.6,1731932070.937497
1731932070946345959,200001478879,WDOZ24,5115.7,1731932070.946346
1731932071224625496,200001478879,WDOZ24,5115.8,1731932071.2246253
1731932071261131718,200001478879,WDOZ24,5115.9,1731932071.2611318
1731932071395639750,200001478879,WDOZ24,5116.0,1731932071.39564
1731932071431503029,200001478879,WDOZ24,5116.1,1731932071.431503
1731932071538540069,200001478879,WDOZ24,5116.2,1731932071.5385401
1731932071682297861,200001478879,WDOZ24,5116.3,1731932071.682298
1731932072047879202,200001478879,WDOZ24,5116.4,1731932072.0478792
1731932072164956222,200001478879,WDOZ24,5116.5,1731932072.164956
1731932072438456825,200001478879,WDOZ24,5116.6,1731932072.4384568
1731932072460374573,200001478879,WDOZ24,5116.7,1731932072.4603746
1731932072470854940,200001478879,WDOZ24,5116.8,1731932072.470855
